team,L3,Year
Houston,2.7,3.0
Iowa,3.0,2.7
Oklahoma St,3.0,2.7
Baylor,2.7,2.7
West Virginia,1.0,2.7
Marshall,1.3,2.5
California,1.3,2.4
Utah St,2.7,2.4
App State,2.0,2.4
Boise St,1.3,2.4
Florida,2.7,2.4
Utah,0.7,2.4
Arkansas St,3.0,2.3
W Kentucky,1.0,2.2
Middle Tenn,1.0,2.1
Clemson,1.3,2.1
Charlotte,1.3,2.1
Miami,2.0,2.1
Florida Atlantic,1.3,2.1
Alabama,2.0,2.1
UConn,2.3,2.1
Temple,2.0,2.1
USC,2.7,2.1
Navy,1.7,2.0
Penn St,2.0,2.0
Louisville,2.0,2.0
Oklahoma,3.0,2.0
Washington St,1.7,2.0
Mississippi,1.7,2.0
Washington,1.7,2.0
Texas A&M,2.3,1.9
San Diego St,3.3,1.9
Oregon,1.7,1.9
Kansas,1.3,1.9
Nevada,2.0,1.9
Kent St,0.7,1.9
Purdue,2.3,1.9
Ohio,1.3,1.9
BYU,1.7,1.9
Georgia St,1.7,1.8
Michigan St,1.0,1.8
Bowling Green,2.7,1.8
UTSA,2.3,1.8
New Mexico St,1.0,1.8
Virginia Tech,1.3,1.8
Texas Tech,2.0,1.8
Illinois,1.3,1.7
Boston College,2.7,1.7
Maryland,1.3,1.7
Toledo,1.3,1.7
Georgia So,1.0,1.7
Air Force,2.0,1.7
N Illinois,1.3,1.7
Indiana,1.0,1.7
S Florida,2.0,1.7
North Carolina,2.3,1.7
Ohio St,1.3,1.6
Ball St,1.3,1.6
Colorado,1.7,1.6
Buffalo,2.0,1.6
Idaho,2.0,1.6
W Michigan,2.0,1.6
Georgia,1.3,1.6
New Mexico,1.3,1.6
Duke,1.7,1.6
Auburn,1.3,1.6
Akron,1.3,1.6
Tulane,0.3,1.6
Tulsa,1.3,1.5
Georgia Tech,0.7,1.5
Minnesota,2.0,1.5
C Michigan,2.0,1.5
South Carolina,1.7,1.5
Texas,0.7,1.5
Wisconsin,1.7,1.4
Missouri,0.7,1.4
Pittsburgh,1.3,1.4
Northwestern,0.7,1.4
Arizona St,1.0,1.4
SMU,0.7,1.4
Fresno St,0.7,1.4
Old Dominion,1.3,1.4
Southern Miss,1.7,1.4
Florida St,1.7,1.4
UCLA,1.0,1.4
UMass,2.0,1.4
Army,0.7,1.3
Mississippi St,2.0,1.3
LSU,1.0,1.3
Memphis,1.7,1.3
Oregon St,1.0,1.3
Vanderbilt,1.7,1.3
Rutgers,2.0,1.3
UNLV,1.3,1.3
Kentucky,1.0,1.3
Miami OH,1.0,1.3
Louisiana Tech,1.0,1.3
Notre Dame,2.0,1.3
S Alabama,1.7,1.2
Louisiana,1.3,1.2
Virginia,2.0,1.1
Syracuse,0.7,1.1
Tennessee,1.3,1.1
San Jose St,1.3,1.1
TCU,1.7,1.1
Florida Intl,1.7,1.1
E Carolina,1.3,1.1
Cincinnati,1.3,1.0
Iowa St,1.3,1.0
UCF,1.7,1.0
Michigan,0.3,1.0
Arkansas,0.7,1.0
Nebraska,1.0,1.0
Kansas St,0.7,1.0
N Texas,0.7,1.0
NC State,0.7,1.0
Hawai'i,1.0,0.9
Stanford,1.3,0.9
Wake Forest,1.0,0.9
UL Monroe,1.3,0.9
Colorado St,1.0,0.9
Rice,0.3,0.9
UTEP,1.3,0.9
E Michigan,0.3,0.8
Wyoming,0.7,0.8
Troy,1.0,0.7
Texas St,0.7,0.7
Arizona,0.3,0.6
